time_stamp,air_temperature,humidity,co2,ec,pH,water_temperature
1573924565,69.9,84.8,1091,1918,6.06,66.5
1573924625,70,85,1100,1918,6.06,66.5
1573924685,70.1,82.9,1111,1917,6.06,66.5
1573924745,69.8,78.5,1112,1918,6.06,66.4
1573924805,69.3,76.5,1097,1918,6.06,66.5
1573924865,68.9,76.9,1081,1917,6.06,66.5
1573924925,68.6,77,1044,1918,6.06,66.5
1573924985,68.3,75.4,1000,1918,6.06,66.4
1573925045,67.9,75.6,960,1917,6.06,66.5
1573925105,67.8,77.3,884,1917,6.06,66.5
1573925165,68,80.1,872,1917,6.06,66.4
1573925225,68.1,81.2,857,1916,6.06,66.5
1573925285,68.4,82.5,850,1917,6.06,66.4
1573925345,68.6,83.4,844,1917,6.06,66.3
1573925405,68.8,84.1,856,1918,6.06,66.2
1573925465,69,84.5,860,1917,6.06,66.3
1573925525,69.1,84.8,870,1917,6.06,66.2
1573925585,69.3,84.9,882,1917,6.06,66.3
1573925645,69.6,84.9,893,1916,6.06,66.2
1573925705,69.7,85,893,1914,6.06,66.3
1573925765,69.8,85,895,1914,6.06,66.3
1573925825,69.9,85.1,901,1916,6.06,66.3
1573925885,70,85.1,909,1914,6.06,66.3
1573925945,70.1,85.2,937,1914,6.06,66.2
1573926005,70.2,85,939,1916,6.06,66.3
1573926065,70.1,83.3,951,1914,6.06,66.2
1573926125,69.9,82.7,953,1914,6.06,66.3
1573926185,69.7,81.7,948,1914,6.06,66.2
1573926245,69.4,79.3,943,1914,6.06,66.3
1573926305,69,77.5,945,1916,6.06,66.3
1573926365,68.6,77.4,945,1914,6.06,66.2
1573926425,68.6,79.4,941,1914,6.06,66.3
1573926485,68.7,81.1,935,1916,6.06,66.2
1573926545,68.9,82.3,936,1917,6.06,66.3
1573926605,69.1,83.3,939,1917,6.06,66.2
1573926665,69.2,84,952,1917,6.06,66.3
1573926725,69.4,84.4,963,1917,6.06,66.3
1573926785,69.5,84.9,962,1917,6.06,66.2
1573926845,69.7,85.2,960,1917,6.06,66.3
1573926905,69.8,85.3,968,1917,6.06,66.2
1573926965,70,85.4,980,1914,6.06,66.3
1573927025,70,85.5,988,1913,6.06,66.2
1573927085,70.1,85.5,985,1913,6.06,66.3
1573927145,70.2,84.9,989,1913,6.06,66.2
1573927205,70,83.5,990,1912,6.06,66.2
1573927265,69.9,82.4,996,1913,6.06,66.3
1573927325,69.6,80.8,1003,1912,6.06,66.2
1573927385,69.3,79.1,1008,1911,6.06,66.3
1573927445,69.1,77.7,1019,1913,6.06,66.2
1573927505,69.1,77.5,1324,1918,6.06,66.3
1573927565,69.5,78.4,1676,1925,6.06,66.2
1573927625,69.8,77.9,1768,1931,6.06,66.3
1573927685,69.9,77.3,1789,1939,6.06,66.2
1573927745,70,77,1793,1943,6.06,66.3
1573927805,70.1,77,1711,1945,6.06,66.3
1573927865,70.2,76.5,1542,1945,6.06,66.2
1573927925,70.3,76.2,1414,1943,6.06,66.3
1573927985,70.6,77.9,1321,1941,6.06,66.1
1573928045,71.1,79.8,1257,1875,6.13,65.2
1573928105,71.6,80.8,1195,1838,6.18,64.6
1573928165,72.1,81.5,1121,1786,6.23,63.9
1573928225,72.6,82,1071,1761,6.26,63.7
1573928285,73,81.6,1047,1755,6.27,63.7
1573928345,73.1,80.4,1039,1755,6.28,63.7
1573928405,73.2,79.8,1070,1757,6.28,63.7
1573928465,73.2,78,1525,1757,6.29,63.8
1573928525,73,74.4,1709,1755,6.29,63.8
1573928585,72.6,72.3,1760,1761,6.29,63.9
1573928645,72.1,70.6,1763,1767,6.29,63.8
1573928705,71.7,69.7,1762,1775,6.29,64
1573928765,71.2,69.1,1569,1783,6.29,64.1
1573928825,70.7,69.7,1432,1788,6.29,64
1573928885,70.7,74.8,1321,1790,6.3,64.1
1573928945,71.2,76.6,1256,1790,6.3,64
1573929005,71.8,77.9,1177,1791,6.3,64.1
1573929065,72.4,78.9,1113,1790,6.3,64.2
1573929125,72.8,79.7,1077,1795,6.3,64.2
1573929185,73.2,79.6,1074,1801,6.3,64.2
1573929245,73.5,79,1270,1808,6.3,64.2
1573929305,73.5,78.4,1559,1819,6.3,64.4
1573929365,73.5,74.2,1643,1823,6.3,64.4
1573929425,73.1,71,1683,1823,6.3,64.6
1573929485,72.5,69.7,1682,1823,6.3,64.6
1573929545,71.9,69.2,1679,1823,6.31,64.7
1573929605,71.4,69.5,1497,1823,6.31,64.8
1573929665,71.1,72.8,1315,1830,6.31,64.8
1573929725,71.5,76.2,1235,1837,6.3,64.8
1573929785,72.1,77.4,1156,1842,6.3,64.8
1573929845,72.6,78.5,1113,1851,6.3,65
1573929905,73.2,79.3,1084,1853,6.31,65
1573929965,73.5,78.7,1063,1854,6.31,65
1573930025,73.7,78.3,1050,1853,6.31,65
1573930085,73.9,77.9,1045,1853,6.31,65.2
1573930145,74,77.2,1241,1853,6.31,65.2
1573930205,73.9,75.5,1596,1858,6.31,65.2
1573930265,73.5,72.1,1696,1864,6.3,65.3
1573930325,73.1,69.8,1724,1871,6.3,65.4
1573930385,72.6,69.4,1725,1876,6.3,65.4
1573930445,72,69.4,1679,1880,6.3,65.3
1573930505,71.5,69.9,1495,1881,6.3,65.4
1573930565,71.4,73.4,1369,1880,6.3,65.4
1573930625,71.9,76.1,1308,1880,6.3,65.5
1573930685,72.6,77.2,1219,1880,6.3,65.5
1573930746,73.1,78.3,1156,1884,6.3,65.5
1573930805,73.5,78.2,1108,1890,6.3,65.5
1573930865,73.7,77.9,1085,1895,6.3,65.5
1573930925,73.9,77.7,1062,1903,6.3,65.6
1573930985,74.1,77,1048,1905,6.3,65.7
1573931045,74.1,75.3,1052,1905,6.3,65.7
1573931105,74,74.6,1210,1905,6.3,65.7
1573931165,73.9,73.7,1644,1905,6.3,65.7
1573931225,73.7,71.3,1727,1904,6.3,65.9
1573931285,73.3,69.7,1761,1907,6.3,65.9
1573931345,72.9,69.2,1767,1913,6.3,65.9
1573931405,72.4,69.4,1763,1920,6.29,65.9
1573931465,71.9,69.5,1535,1926,6.29,65.9
1573931525,71.7,71.9,1404,1929,6.29,65.9
1573931585,72.1,75.3,1282,1931,6.29,66
1573931645,72.6,76.8,1237,1931,6.3,66.1
1573931705,73.2,78.2,1177,1931,6.3,66.1
1573931765,73.7,78.2,1152,1931,6.3,66.1
1573931825,74,77.7,1126,1933,6.3,66.1
1573931885,74.3,77.6,1106,1939,6.29,66.1
1573931945,74.3,76.6,1083,1943,6.29,66.1
1573932005,74.3,75,1061,1952,6.29,66.2
1573932065,74.2,74.2,1062,1955,6.29,66.3
1573932125,74.2,74.2,1073,1956,6.29,66.3
1573932185,74.2,74.2,1403,1955,6.29,66.2
1573932245,74.3,72.7,1660,1955,6.29,66.3
1573932305,74,69.7,1734,1954,6.29,66.4
1573932365,73.5,69,1753,1957,6.29,66.5
1573932425,72.9,68.8,1754,1963,6.29,66.4
1573932485,72.2,68.8,1663,1968,6.29,66.5
1573932545,71.9,69.6,1461,1975,6.29,66.5
1573932605,71.9,73.9,1346,1979,6.29,66.4
1573932666,72.5,76.6,1288,1982,6.29,66.5
1573932725,73.1,77.7,1200,1982,6.29,66.4
1573932785,73.7,78.6,1152,1981,6.29,66.6
1573932845,74,78.3,1108,1979,6.29,66.7
1573932905,74.3,78,1081,1981,6.29,66.7
1573932965,74.5,77.4,1076,1989,6.29,66.7
1573933025,74.5,75.3,1144,1993,6.29,66.7
1573933085,74.6,74.8,1506,2000,6.28,66.7
1573933145,74.4,72.5,1649,2006,6.28,66.8
1573933205,74.2,70.3,1688,2006,6.28,66.8
1573933265,73.8,68.8,1699,2006,6.28,66.8
1573933325,73.2,68.3,1700,2006,6.28,66.8
1573933385,72.6,68.9,1540,2005,6.28,66.8
1573933445,72.2,68.9,1351,2005,6.28,66.8
1573933505,72.3,73.7,1253,2005,6.28,66.8
1573933565,72.8,76.4,1185,2004,6.28,66.9
1573933626,73.5,77.4,1137,2004,6.28,66.9
1573933685,74,77.9,1094,2003,6.28,67
1573933745,74.3,77.6,1061,2004,6.23,67
1573933805,74.5,77.4,1043,2006,6.19,67
1573933865,74.7,76.8,1027,2006,6.17,67
1573933925,74.7,75.1,1060,2006,6.17,67
1573933985,74.7,74.3,1496,2006,6.16,67
1573934045,74.6,72,1662,2005,6.16,67.2
1573934106,74.3,70.6,1716,2004,6.16,67.2
1573934165,74,68.9,1729,2004,6.16,67.2
1573934225,73.5,68.9,1733,2004,6.16,67.2
1573934285,73,68.5,1617,2004,6.14,67.2
1573934345,72.4,68.8,1427,2006,6.07,67.2
1573934405,72.3,72.8,1285,2007,6.04,67.2
1573934465,72.8,75.4,1218,2007,6.02,67.2
1573934525,73.5,77.5,1173,2007,6.02,67.2
1573934585,74,78,1128,2007,6.02,67.2
1573934645,74.4,77.6,1107,2007,6.02,67.2
1573934705,74.6,77.5,1085,2007,6.02,67.4
1573934765,74.8,77.1,1072,2006,6.02,67.4
1573934825,74.9,75.5,1063,2005,6.03,67.4
1573934885,74.9,74.6,1064,2007,5.97,67.4
1573934945,74.9,74.2,1081,2010,5.91,67.4
1573935005,75,74,1342,2010,5.89,67.4
1573935065,75,73.6,1673,2010,5.88,67.5
1573935125,74.8,70.6,1747,2010,5.88,67.5
1573935185,74.3,69.1,1754,2008,5.87,67.5
1573935245,73.7,68.7,1755,2008,5.88,67.6
1573935305,73.2,68.6,1676,2008,5.88,67.5
1573935365,72.7,68.6,1471,2008,5.88,67.6
1573935425,72.3,71.7,1346,2007,5.89,67.5
1573935485,72.6,75,1250,2006,5.89,67.6
1573935545,73.3,76.9,1193,2006,5.89,67.5
1573935605,74,78,1153,2006,5.89,67.6
1573935665,74.5,77.7,1125,2005,5.9,67.5
1573935725,74.8,77.4,1096,2005,5.9,67.6
1573935785,75,77.2,1072,2005,5.9,67.7
1573935845,75.1,75.5,1053,2004,5.9,67.7
1573935905,75,74.8,1041,2005,5.9,67.8
1573935965,75,74.2,1048,2003,5.9,67.8
1573936025,75.1,74.1,1430,2004,5.9,67.7
1573936085,75.1,72.7,1655,2003,5.9,67.8
1573936145,74.8,70.4,1721,2003,5.91,67.8
1573936205,74.4,68.8,1738,2003,5.9,67.9
1573936265,73.7,68.5,1740,2001,5.91,67.9
1573936325,73.1,68.8,1626,2000,5.91,67.9
1573936385,72.7,68.8,1427,2001,5.91,67.9
1573936445,72.4,71.7,1306,2000,5.91,67.9
1573936506,72.8,75.1,1225,1999,5.92,67.9
1573936565,73.6,76.9,1184,2000,5.92,67.9
1573936625,74.2,78,1119,1999,5.92,67.9
1573936685,74.6,77.7,1075,1999,5.92,67.9
1573936745,74.9,77.4,1043,1999,5.92,67.9
1573936805,75.1,77.1,1037,1998,5.92,67.9
1573936865,75.1,75.2,1060,1998,5.92,67.9
1573936925,75.1,74.8,1521,1998,5.93,68
1573936985,75.1,72.4,1655,1997,5.93,68.1
1573937045,74.8,69.9,1711,1997,5.92,68.1
1573937105,74.4,69.7,1712,1997,5.93,68.1
1573937165,73.9,69.5,1712,1997,5.92,68.1
1573937225,73.4,69.3,1663,1996,5.93,68.1
1573937285,72.9,69,1465,1994,5.93,68.1
1573937345,72.5,71.3,1330,1996,5.93,68.1
1573937405,72.9,74.7,1264,1996,5.92,68.1
1573937465,73.6,76.5,1202,1994,5.93,68.1
1573937525,74.3,77.7,1141,1994,5.93,68.1
1573937585,74.7,77.8,1094,1994,5.93,68.1
1573937645,74.9,77.6,1068,1994,5.93,68.1
1573937705,75.1,77.5,1051,1994,5.93,68.1
1573937765,75.3,75.7,1042,1992,5.93,68.2
1573937825,75.3,74.4,1090,1993,5.94,68.3
1573937885,75.3,74.5,1498,1992,5.93,68.3
1573937945,75.3,72.2,1662,1992,5.94,68.3
1573938005,75,70.1,1714,1991,5.93,68.3
1573938065,74.7,68.6,1718,1990,5.94,68.3
1573938125,74.1,68.5,1717,1991,5.93,68.3
1573938185,73.5,68.7,1594,1990,5.93,68.3
1573938245,73,69.1,1411,1990,5.93,68.3
1573938305,72.7,71.6,1323,1989,5.93,68.3
1573938365,73,74.2,1245,1990,5.94,68.3
1573938425,73.6,76.6,1161,1989,5.94,68.3
1573938485,74.3,77.9,1117,1989,5.95,68.3
1573938545,74.8,78.2,1089,1989,5.95,68.3
1573938605,75.1,77.9,1062,1989,5.95,68.3
1573938665,75.4,77.8,1044,1988,5.95,68.5
1573938725,75.6,76.3,1038,1988,5.95,68.5
1573938785,75.5,75.5,1188,1988,5.95,68.5
1573938845,75.5,74.8,1547,1988,5.95,68.5
1573938905,75.4,71.7,1658,1985,5.95,68.5
1573938965,75.1,70.5,1679,1986,5.95,68.5
1573939025,74.8,68.9,1684,1985,5.95,68.5
1573939085,74.2,68.6,1683,1985,5.95,68.5
1573939145,73.7,68.9,1503,1985,5.95,68.5
1573939205,73.2,69.2,1367,1984,5.95,68.5
1573939265,73.1,71.8,1268,1983,5.95,68.5
1573939325,73.2,72.5,1200,1983,5.95,68.5
1573939385,73.4,72.7,1128,1983,5.95,68.5
1573939445,73.6,72.8,1080,1983,5.95,68.5
1573939505,73.8,73.1,1073,1984,5.95,68.5
1573939565,74.1,73.2,1137,1982,5.95,68.5
1573939625,74.2,73.1,1590,1982,5.95,68.6
1573939685,74.1,71.4,1711,1982,5.95,68.7
1573939745,73.8,69.4,1745,1981,5.95,68.7
1573939805,73.3,68.8,1752,1981,5.95,68.7
1573939865,72.9,69.1,1750,1979,5.95,68.7
1573939925,72.5,69,1520,1981,5.95,68.7
1573939985,72.3,71.3,1379,1981,5.95,68.5
1573940045,72.5,74.7,1275,1979,5.95,68.5
1573940105,73.2,76.8,1195,1979,5.96,68.5
1573940165,73.9,78,1141,1978,5.96,68.5
1573940225,74.4,78.1,1093,1978,5.95,68.5
1573940285,74.7,77.8,1070,1979,5.96,68.5
1573940345,74.9,77.7,1048,1978,5.95,68.7
1573940405,75.1,76.2,1040,1978,5.96,68.7
1573940465,75.1,75.3,1178,1978,5.96,68.7
1573940525,75.1,74.7,1571,1978,5.95,68.7
1573940585,75,72.3,1697,1977,5.96,68.7
1573940645,74.8,69.7,1724,1977,5.96,68.7
1573940705,74.3,69.1,1724,1976,5.95,68.7
1573940765,73.8,68.7,1699,1976,5.96,68.7
1573940825,73.3,69,1486,1975,5.96,68.7
1573940885,72.9,70.4,1355,1975,5.96,68.7
1573940945,72.8,73.5,1251,1974,5.96,68.7
1573941006,73.4,76.3,1186,1975,5.96,68.7
1573941065,74.1,77.9,1127,1975,5.96,68.7
1573941125,74.7,78.3,1090,1974,5.96,68.7
1573941185,75,78,1059,1975,5.96,68.7
1573941245,75.3,77.8,1042,1974,5.96,68.7
1573941305,75.5,77.4,1031,1974,5.96,68.7
1573941365,75.6,75.6,1117,1974,5.96,68.7
1573941425,75.6,75.2,1587,1974,5.96,68.8
1573941485,75.4,71.8,1701,1972,5.97,68.9
1573941545,75.1,69.8,1716,1971,5.96,68.9
1573941605,74.7,69.7,1720,1970,5.96,68.9
1573941605,74.7,69.7,1720,1970,5.96,68.9
1573941665,74.1,69.4,1688,1971,5.96,68.9
1573941665,74.1,69.4,1688,1971,5.96,68.9
1573941725,73.5,69.6,1462,1971,5.96,68.9
1573941725,73.5,69.6,1462,1971,5.96,68.9
1573941785,73.2,72.2,1312,1970,5.96,68.9
1573941785,73.2,72.2,1312,1970,5.96,68.9
1573941845,73.4,72.9,1255,1971,5.97,68.9
1573941845,73.4,72.9,1255,1971,5.97,68.9
1573941905,73.6,73.2,1195,1969,5.96,68.9
1573941905,73.6,73.2,1195,1969,5.96,68.9
1573941966,73.8,73.4,1157,1969,5.96,68.8
1573941966,73.8,73.4,1157,1969,5.96,68.8
1573942025,74.1,73.4,1138,1969,5.96,68.9
1573942025,74.1,73.4,1138,1969,5.96,68.9
1573942085,74.2,73.3,1125,1968,5.96,68.9
1573942085,74.2,73.3,1125,1968,5.96,68.9
1573942145,74.3,73.4,1105,1968,5.96,68.9
1573942145,74.3,73.4,1105,1968,5.96,68.9
1573942205,74.4,73.5,1091,1968,5.96,68.9
1573942205,74.4,73.5,1091,1968,5.96,68.9
1573942265,74.5,73.3,1097,1968,5.97,68.9
1573942265,74.5,73.3,1097,1968,5.97,68.9
1573942325,74.6,73.4,1127,1967,5.96,68.9
1573942325,74.6,73.4,1127,1967,5.96,68.9
1573942385,74.8,73.3,1340,1967,5.97,68.9
1573942385,74.8,73.3,1340,1967,5.97,68.9
1573942445,74.8,73.4,1485,1965,5.97,68.9
1573942445,74.8,73.4,1485,1965,5.97,68.9
1573942505,74.8,72.4,1544,1967,5.96,68.9
1573942505,74.8,72.4,1544,1967,5.96,68.9
1573942565,74.7,69.2,1555,1967,5.96,68.9
1573942565,74.7,69.2,1555,1967,5.96,68.9
1573942625,74.2,68.8,1557,1964,5.97,68.9
1573942625,74.2,68.8,1557,1964,5.97,68.9
1573942685,73.8,68.7,1538,1964,5.96,68.9
1573942685,73.8,68.7,1538,1964,5.96,68.9
1573942745,73.2,68.5,1396,1965,5.97,68.9
1573942745,73.2,68.5,1396,1965,5.97,68.9
1573942805,72.8,71.2,1270,1963,5.97,68.9
1573942805,72.8,71.2,1270,1963,5.97,68.9
1573942865,73,72.9,1186,1963,5.98,68.9
1573942865,73,72.9,1186,1963,5.98,68.9
1573942925,73.2,72.8,1123,1964,5.98,68.9
1573942925,73.2,72.8,1123,1964,5.98,68.9
1573942985,73.4,72.8,1079,1963,5.98,68.9
1573942985,73.4,72.8,1079,1963,5.98,68.9
1573943045,73.6,73,1055,1962,5.98,68.9
1573943045,73.6,73,1055,1962,5.98,68.9
1573943105,73.8,73.1,1093,1962,5.98,68.9
1573943105,73.8,73.1,1093,1962,5.98,68.9
1573943165,74,73,1607,1961,5.98,68.9
1573943165,74,73,1607,1961,5.98,68.9
1573943225,74.1,70.8,1719,1962,5.98,68.9
1573943225,74.1,70.8,1719,1962,5.98,68.9
1573943285,73.9,68.9,1752,1961,5.98,68.9
1573943285,73.9,68.9,1752,1961,5.98,68.9
1573943345,73.5,68.6,1758,1961,5.98,68.9
1573943345,73.5,68.6,1758,1961,5.98,68.9
1573943405,72.9,68.4,1758,1960,5.98,68.9
1573943465,72.5,68.8,1605,1961,5.98,68.9
1573943525,72.2,69.8,1424,1960,5.98,68.9
1573943585,72.2,73.8,1321,1960,5.98,68.9
1573943645,72.8,76.4,1242,1960,5.98,68.9
1573943705,73.5,77.9,1144,1960,5.98,68.9
1573943765,74.1,78.5,1116,1960,5.98,68.9
1573943825,74.5,78.3,1070,1960,5.98,68.9
1573943886,74.8,78.1,1045,1959,5.98,68.9
1573943945,75,77.6,1039,1959,5.98,68.9
1573944005,75.1,75.7,1099,1959,5.98,68.9
1573944065,75.2,75,1543,1957,5.98,68.9
1573944125,75,72.4,1693,1957,5.98,68.9
1573944185,74.8,69.6,1740,1956,5.98,68.9
1573944245,74.4,69.3,1747,1956,5.98,68.9
1573944305,73.9,69.2,1748,1956,5.98,68.9
1573944366,73.3,69.4,1564,1956,5.98,68.9
1573944425,72.9,69.2,1407,1957,5.98,68.9
1573944485,72.7,72.4,1294,1956,5.98,68.9
1573944545,73.2,75.8,1195,1955,5.98,68.9
1573944605,73.8,77.1,1143,1954,5.98,68.9
1573944665,74.5,78.3,1099,1955,5.98,68.9
1573944725,74.9,78.1,1079,1954,5.99,68.9
1573944785,75.3,77.9,1063,1954,5.99,68.9
1573944845,75.5,77.8,1049,1954,5.99,68.9
1573944905,75.5,76.8,1039,1953,5.99,68.9
1573944965,75.5,75.3,1061,1953,5.99,68.9
1573945025,75.6,74.8,1418,1953,5.99,69
1573945085,75.6,74.5,1636,1952,5.99,69.1
1573945145,75.4,71.2,1714,1954,5.99,69.1
1573945205,75.1,69.7,1724,1954,5.99,69.1
1573945265,74.7,68.7,1726,1950,5.99,69.1
1573945325,74.1,68.7,1630,1949,5.99,69.1
1573945385,73.5,69.1,1389,1949,5.99,69.1
1573945445,73.2,71.7,1279,1954,5.99,69.1
1573945505,73.5,72.4,1221,1961,5.98,69.1
1573945565,73.7,72.6,1183,1964,5.98,69.1
1573945625,73.8,72.8,1144,1974,5.98,69.1
1573945685,73.9,73.3,1114,1977,5.98,69.1
1573945745,74.1,73.3,1086,1977,5.98,69.1
1573945805,74.2,73.4,1048,1978,5.99,69.1
1573945865,74.4,73.5,1047,1977,5.99,69.1
1573945925,74.5,73.4,1073,1976,5.99,69.1
1573945986,74.7,73.4,1475,1981,5.99,69.1
1573946045,74.8,71.3,1696,1989,5.98,69.1
1573946105,74.5,69.9,1774,1992,5.98,69.1
1573946165,74.2,69,1780,1999,5.98,69.1
1573946225,73.7,68.9,1780,2004,5.98,69.1
1573946285,73.1,68.8,1652,2004,5.98,69.1
1573946345,72.7,69.2,1463,2003,5.98,69.1
1573946405,72.5,71.8,1350,2005,5.98,69.1
1573946465,72.9,75.2,1256,2001,5.98,69.1
1573946525,73.5,77.1,1195,2003,5.98,69.1
1573946585,74.2,78.2,1155,2001,5.98,69.1
1573946645,74.7,77.9,1112,2001,5.98,69.1
1573946705,75,77.8,1095,2003,5.99,69.1
1573946766,75.2,77.5,1088,2001,5.99,69.1
1573946825,75.3,76.3,1101,2001,5.99,69.1
1573946885,75.4,74.9,1458,2000,5.99,69.1
1573946946,75.4,73.5,1639,2000,5.99,69.1
1573947005,75,71.4,1700,1999,5.99,69.1
1573947065,74.8,69,1702,1998,5.99,69.1
1573947125,74.4,68.6,1698,1998,5.99,69.1
1573947185,73.8,68.8,1492,1997,5.99,69.1
1573947245,73.4,70.9,1366,1998,5.99,69.1
1573947305,73.4,71.9,1281,1997,5.99,69.1
1573947365,73.5,72.6,1216,1998,5.99,69.1
1573947425,73.7,72.9,1161,1997,5.99,69.1
1573947485,73.8,73.2,1129,1997,5.99,69.1
1573947545,74.1,73.3,1108,1996,5.99,69.1
1573947605,74.2,73.4,1082,1997,5.99,69.1
1573947665,74.4,73.4,1058,1996,5.99,69.1
1573947725,74.5,73.3,1041,1994,5.99,69.1
1573947785,74.5,73.4,1035,1994,5.99,69.1
1573947845,74.6,73.4,1157,1993,5.99,69.1
1573947905,74.8,73.4,1590,1992,5.99,69.1
1573947965,74.7,71.2,1710,1992,5.99,69.1
1573948025,74.4,69,1749,1992,5.99,69.1
1573948085,74,68.8,1758,1992,5.99,69.1
1573948145,73.5,68.6,1758,1992,5.99,69.1
1573948206,73,68.8,1618,1991,5.99,69.1
1573948265,72.5,68.9,1411,1991,5.99,69.1
1573948325,72.5,73.1,1304,1990,5.99,69.1
1573948385,73.1,76.5,1233,1990,5.99,69.1
1573948445,73.9,77.3,1165,1990,5.99,69.1
1573948505,74.5,77.7,1136,1991,5.99,69.1
1573948565,74.8,77.5,1108,1989,6,69.1
1573948625,75.1,77.5,1084,1990,6,69.1
1573948685,75.3,76.8,1067,1989,6,69.1
1573948745,75.4,75.1,1053,1989,6,69.1
1573948805,75.5,74.6,1045,1989,6,69.1
1573948865,75.5,74.4,1053,1988,6,69.1
1573948925,75.6,74.3,1173,1988,6,69.1
1573948985,75.7,74.4,1598,1988,6,69.1
1573949045,75.6,72.1,1717,1986,6,69.1
1573949105,75.2,69.5,1751,1985,6,69.2
1573949165,74.7,69,1763,1986,6,69.3
1573949225,74.1,69,1738,1985,6,69.2
1573949285,73.6,69,1528,1984,6,69.3
1573949345,73.1,69.1,1364,1985,6,69.2
1573949405,72.9,71.7,1243,1984,6,69.1
1573949465,73.3,75,1175,1984,6,69.1
1573949525,73.9,76.8,1113,1984,6,69.1
1573949585,74.6,78.1,1075,1984,6,69.1
1573949645,75,78.3,1053,1983,6.01,69.1
1573949705,75.4,77.9,1039,1983,6.01,69.2
1573949765,75.7,77.8,1040,1984,6.01,69.2
1573949825,75.9,77.2,1371,1983,6.01,69.3
1573949885,75.9,74.7,1674,1982,6.01,69.2
1573949945,75.5,71.3,1730,1981,6.01,69.3
1573950005,75.1,69.7,1742,1981,6.01,69.3
1573950065,74.7,68.8,1743,1981,6.01,69.3
1573950125,74.1,69,1616,1981,6.01,69.2
1573950185,73.7,69.1,1432,1981,6.01,69.3
1573950245,73.3,70.5,1315,1978,6.01,69.2
1573950305,73.2,72.3,1252,1978,6.01,69.2
1573950365,73.5,73,1180,1978,6.01,69.3
1573950425,73.7,73.2,1114,1978,6.01,69.2
1573950485,73.9,73.6,1085,1978,6.01,69.2
1573950545,74.1,73.6,1063,1977,6.01,69.3
1573950605,74.3,73.6,1049,1977,6.01,69.2
1573950665,74.5,73.4,1036,1976,6.01,69.3
1573950725,74.6,73.6,1044,1976,6.01,69.2
1573950785,74.9,73.5,1326,1975,6.01,69.3
1573950845,75,73.1,1652,1975,6.01,69.2
1573950905,74.8,69.7,1769,1975,6.01,69.3
1573950965,74.5,69.2,1794,1975,6.01,69.2
1573951025,73.9,68.7,1796,1974,6.01,69.3
1573951085,73.3,68.9,1692,1975,6.01,69.2
1573951145,72.8,68.9,1458,1974,6.01,69.2
1573951205,72.5,71.6,1327,1974,6.01,69.3
1573951265,72.8,75,1264,1974,6.01,69.2
1573951325,73.6,76.9,1211,1974,6.01,69.3
1573951385,74.2,78,1156,1972,6.01,69.2
1573951445,74.7,77.6,1122,1974,6.02,69.3
1573951505,75,77.8,1079,1972,6.02,69.2
1573951565,75.3,77.5,1063,1971,6.02,69.2
1573951625,75.4,76.1,1063,1972,6.02,69.3
1573951685,75.4,75.2,1195,1971,6.02,69.2
1573951745,75.4,74.4,1611,1971,6.02,69.2
1573951805,75.3,72.4,1712,1970,6.02,69.2
1573951865,75,69.8,1735,1969,6.02,69.3
1573951925,74.7,69.3,1744,1970,6.02,69.2
1573951985,74.1,69,1741,1969,6.02,69.2
1573952045,73.5,69.1,1510,1969,6.02,69.3
1573952105,72.9,69.2,1387,1969,6.02,69.2
1573952165,72.8,72,1300,1969,6.02,69.2
1573952226,73.3,75.3,1231,1968,6.02,69.2
1573952285,73.9,76.8,1163,1968,6.02,69.3
1573952345,74.5,78.2,1099,1968,6.02,69.2
1573952405,75,78.1,1070,1968,6.02,69.2
1573952465,75.3,78,1044,1967,6.02,69.3
1573952525,75.6,77.9,1040,1967,6.02,69.2
1573952585,75.9,76.2,1233,1967,6.02,69.3
1573952645,75.9,75.6,1639,1967,6.03,69.3
1573952705,75.7,71.4,1732,1965,6.02,69.2
1573952765,75.4,69,1760,1965,6.03,69.3
1573952825,74.9,69,1760,1965,6.02,69.3
1573952885,74.3,69,1715,1964,6.03,69.3
1573952945,73.8,69.2,1508,1964,6.02,69.2
1573953005,73.3,69.7,1369,1964,6.02,69.3
1573953065,73.2,72.3,1271,1963,6.03,69.3
1573953125,73.4,72.8,1198,1963,6.03,69.3
1573953185,73.6,73.1,1143,1964,6.03,69.2
1573953245,73.8,73.4,1112,1962,6.03,69.3
1573953305,74.1,73.5,1089,1962,6.03,69.3
1573953365,74.2,73.4,1069,1962,6.03,69.2
1573953425,74.4,73.2,1049,1961,6.03,69.3
1573953485,74.5,73.3,1039,1961,6.03,69.3
1573953545,74.6,73.4,1055,1961,6.03,69.3
1573953605,74.8,73.4,1428,1961,6.03,69.2
1573953665,74.9,72,1661,1961,6.03,69.3
1573953725,74.7,69.8,1727,1961,6.03,69.3
1573953785,74.3,69,1747,1957,6.03,69.2
1573953845,73.8,69.2,1747,1959,6.03,69.3
1573953905,73.2,68.9,1729,1959,6.03,69.2
1573953965,72.7,68.8,1491,1959,6.03,69.3
1573954025,72.4,71.2,1361,1957,6.03,69.2
1573954085,72.9,75.4,1253,1957,6.03,69.3
1573954145,73.6,76.6,1164,1957,6.03,69.2
1573954205,74.2,77.5,1100,1957,6.03,69.3
1573954265,74.6,77.6,1083,1957,6.03,69.3
1573954325,74.9,77.6,1058,1956,6.04,69.3
1573954385,75.1,77.2,1030,1957,6.04,69.3
